fraud,driver_relationship_spouse,collision_type_na,collision_type_rear,driver_relationship_other,incident_hour,authorities_contacted_fire,vehicle_claim,authorities_contacted_police,authorities_contacted_ambulance,policy_state_nv,driver_relationship_child,policy_state_ca,months_as_customer,injury_claim,incident_month,num_vehicles_involved,incident_dow,authorities_contacted_none,collision_type_front,customer_gender_male,driver_relationship_na,incident_type_theft,policy_state_wa,num_witnesses,customer_education,total_claim_amount,customer_age,policy_deductable,policy_state_or,policy_state_az,policy_annual_premium,num_claims_past_year,incident_type_collision,driver_relationship_self,num_injuries,incident_day,police_report_available,customer_gender_female,policy_state_id,incident_severity,incident_type_breakin,num_insurers_past_5_years,policy_liability,collision_type_side,auto_year
0,0,0,0,0,12,0,11500.0,1,0,0,0,1,209,0.0,11,2,2,0,0,1,0,0,0,0,1,11500.0,55,750,0,0,3000,0,1,1,0,6,1,0,0,1,0,1,1,1,2013
0,0,0,0,0,11,0,14500.0,1,0,0,0,0,144,9500.0,11,2,2,0,0,1,0,0,0,2,4,24000.0,60,750,0,1,3000,0,1,1,2,27,1,0,0,1,0,1,0,1,2017
0,0,0,1,0,6,0,20000.0,1,0,0,0,1,23,0.0,7,2,2,0,0,1,0,0,0,0,4,20000.0,51,750,0,0,3000,0,1,1,0,31,1,0,0,1,0,3,2,0,2020
1,0,0,0,0,12,0,38500.0,1,0,0,0,1,64,8500.0,1,2,4,0,0,1,0,0,0,1,1,47000.0,39,750,0,0,3000,0,1,1,1,11,0,0,0,2,0,1,2,1,2019
0,0,0,0,0,10,0,32500.0,1,0,1,0,0,103,43000.0,9,3,1,0,1,1,0,0,0,0,3,75500.0,61,750,0,0,2450,0,1,1,3,24,1,0,0,2,0,1,2,0,2015
0,0,0,1,0,14,0,12500.0,1,0,0,1,0,165,15000.0,1,2,1,0,0,1,0,0,0,2,3,27500.0,52,750,0,1,3000,0,1,0,1,15,0,0,0,1,0,1,0,0,2016
0,0,0,0,0,12,0,34000.0,1,0,0,0,0,219,25000.0,8,3,1,0,1,1,0,0,0,4,2,59000.0,54,750,1,0,2850,0,1,1,1,20,1,0,0,2,0,1,2,0,2015
0,0,0,0,0,10,0,14500.0,0,0,1,0,0,56,0.0,12,1,2,1,1,1,0,0,0,0,1,14500.0,63,750,0,0,3000,0,1,1,0,11,0,0,0,0,0,1,1,0,2020
0,0,0,0,0,8,0,9500.0,0,0,0,0,1,93,0.0,10,1,3,1,1,1,0,0,0,0,1,9500.0,35,750,0,0,3000,0,1,1,0,31,0,0,0,0,0,1,0,0,2013
0,0,0,0,0,8,0,8000.0,0,0,0,0,1,4,0.0,7,1,1,1,0,0,0,0,0,0,1,8000.0,19,750,0,0,3000,0,1,1,0,30,0,1,0,0,0,1,0,1,2017
0,0,1,0,0,8,0,10000.0,1,0,0,0,0,143,0.0,9,1,3,0,0,1,1,0,0,0,2,10000.0,37,750,0,1,3000,0,0,0,0,5,0,0,0,0,1,1,0,0,2018
0,0,1,0,0,10,0,12000.0,1,0,0,0,1,3,0.0,12,1,5,0,0,1,1,0,0,0,1,12000.0,22,750,0,0,3000,1,0,0,0,14,0,0,0,0,1,1,2,0,2016
0,0,0,0,0,8,0,13000.0,1,0,0,0,1,32,15000.0,2,3,6,0,1,1,0,0,0,3,1,28000.0,35,750,0,0,3000,0,1,1,1,24,1,0,0,2,0,3,0,0,2008
0,0,0,0,0,4,0,18000.0,1,0,0,0,1,135,10500.0,5,3,0,0,1,1,0,0,0,2,4,28500.0,43,750,0,0,2950,0,1,1,1,27,1,0,0,1,0,1,2,0,2015
0,0,0,0,1,16,0,11500.0,0,0,0,0,1,71,0.0,4,2,6,1,0,1,0,0,0,1,4,11500.0,60,750,0,0,3000,0,1,0,0,28,0,0,0,0,0,1,2,1,2016
0,0,0,0,0,12,0,9000.0,1,0,1,0,0,157,0.0,5,2,1,0,1,1,0,0,0,0,1,9000.0,52,750,0,0,3000,0,1,1,0,7,0,0,0,0,0,1,2,0,2016
0,0,1,0,0,14,0,12500.0,1,0,0,0,0,141,0.0,7,1,6,0,0,1,1,0,0,0,3,12500.0,38,750,0,1,3000,0,0,0,0,21,0,0,0,0,1,1,0,0,2019
0,0,0,0,0,13,0,14000.0,1,0,0,0,1,14,0.0,4,2,1,0,1,1,0,0,0,1,3,14000.0,38,750,0,0,3000,0,1,1,0,16,0,0,0,1,0,5,1,0,2017
0,0,0,0,0,15,0,26000.0,1,0,0,0,1,435,0.0,9,4,2,0,0,0,0,0,0,3,2,26000.0,55,750,0,0,3000,1,1,1,0,18,1,1,0,1,0,1,0,1,2020
1,0,0,0,0,19,0,9000.0,0,0,0,0,0,13,0.0,10,2,1,1,0,1,0,0,0,0,3,9000.0,48,750,0,1,3000,0,1,1,0,29,0,0,0,0,0,5,0,1,2016
0,0,0,1,0,15,0,12000.0,0,0,0,0,1,188,0.0,9,2,3,1,0,1,0,0,0,1,2,12000.0,57,750,0,0,3000,0,1,1,0,5,0,0,0,0,0,1,1,0,2019
0,0,0,1,0,15,0,11500.0,0,0,0,0,0,108,0.0,2,1,3,1,0,1,0,0,0,0,2,11500.0,51,750,0,1,2900,0,1,1,0,21,0,0,0,0,0,1,0,0,2018
0,0,0,0,0,16,0,15000.0,0,0,1,0,0,60,0.0,10,2,6,1,0,1,0,0,0,0,3,15000.0,45,750,0,0,3000,0,1,1,0,20,0,0,0,0,0,1,1,1,2020
0,0,0,0,0,8,0,22000.0,1,0,0,0,1,97,14000.0,9,2,4,0,0,1,0,0,0,1,1,36000.0,65,750,0,0,3000,0,1,1,1,13,0,0,0,1,0,1,2,1,2019
0,0,0,1,0,10,1,29500.0,0,0,0,0,0,34,19000.0,11,2,1,0,0,1,0,0,1,0,2,48500.0,30,750,0,0,3000,0,1,1,1,19,0,0,0,2,0,1,2,0,2020
0,0,0,0,0,21,1,27500.0,0,0,0,0,1,78,15000.0,11,2,5,0,0,1,0,0,0,1,1,42500.0,39,750,0,0,2500,0,1,1,1,9,0,0,0,2,0,1,0,1,2012
0,1,0,1,0,17,0,9500.0,0,0,0,0,1,88,0.0,10,2,3,1,0,1,0,0,0,0,2,9500.0,61,750,0,0,3000,0,1,0,0,10,0,0,0,0,0,1,1,0,2019
0,0,0,1,0,17,0,15500.0,0,0,0,0,1,61,0.0,4,2,2,1,0,0,0,0,0,1,3,15500.0,28,750,0,0,3000,0,1,1,0,10,0,1,0,0,0,1,0,0,2016
0,0,1,0,0,16,0,2000.0,1,0,0,0,0,84,0.0,9,1,4,0,0,0,1,0,0,0,1,2000.0,59,750,1,0,2750,0,0,0,0,27,0,1,0,0,1,1,1,0,2008
0,0,0,0,0,18,0,19500.0,1,0,0,0,1,142,0.0,5,3,5,0,1,1,0,0,0,0,3,19500.0,68,750,0,0,3000,1,1,1,0,18,1,0,0,1,0,1,3,0,2020
0,1,0,1,0,11,0,16000.0,0,0,0,0,0,236,0.0,10,2,4,1,0,1,0,0,1,3,4,16000.0,45,750,0,0,2850,0,1,0,0,11,0,0,0,0,0,1,1,0,2020
0,0,0,0,0,21,0,4500.0,0,0,0,0,1,23,2000.0,12,2,4,1,1,0,0,0,0,0,2,6500.0,22,750,0,0,3000,0,1,1,1,27,0,1,0,0,0,2,1,0,2014
0,0,0,0,1,6,0,5500.0,1,0,0,0,0,227,7000.0,1,3,6,0,1,1,0,0,0,3,1,12500.0,52,750,1,0,3000,0,1,0,3,6,1,0,0,1,0,1,1,0,2015
0,0,0,0,0,15,0,24500.0,1,0,0,0,1,49,2000.0,6,3,3,0,1,1,0,0,0,3,3,26500.0,43,750,0,0,3000,1,1,1,1,6,1,0,0,2,0,1,1,0,2012
0,0,0,0,0,9,0,13500.0,1,0,0,0,1,133,0.0,11,2,4,0,1,0,0,0,0,1,3,13500.0,38,750,0,0,3000,0,1,1,0,22,1,1,0,1,0,1,1,0,2016
0,0,0,1,0,18,0,16000.0,1,0,0,0,1,34,15000.0,3,2,0,0,0,1,0,0,0,1,1,31000.0,32,750,0,0,3000,0,1,1,1,25,1,0,0,1,0,2,0,0,2018
0,0,1,0,0,13,0,10000.0,1,0,0,0,1,105,0.0,9,1,5,0,0,1,1,0,0,0,2,10000.0,73,750,0,0,3000,0,0,0,0,14,0,0,0,0,1,1,0,0,2016
0,0,0,0,0,18,0,14000.0,1,0,0,0,1,65,23000.0,10,4,3,0,1,1,0,0,0,3,3,37000.0,61,750,0,0,3000,0,1,1,2,3,1,0,0,1,0,1,2,0,2014
0,0,0,0,0,16,0,19000.0,1,0,0,0,0,92,0.0,5,2,2,0,1,1,0,0,0,0,3,19000.0,41,750,0,1,3000,0,1,1,0,15,0,0,0,1,0,1,3,0,2017
0,0,0,1,0,16,0,8500.0,1,0,0,0,1,203,0.0,4,2,0,0,0,1,0,0,0,2,3,8500.0,43,750,0,0,3000,0,1,1,0,1,0,0,0,0,0,1,2,0,2018
0,0,0,0,1,20,0,16000.0,1,0,0,0,1,36,0.0,11,3,3,0,1,1,0,0,0,0,1,16000.0,30,750,0,0,3000,0,1,0,0,14,1,0,0,0,0,2,0,0,2016
0,0,0,0,0,17,0,32500.0,1,0,0,0,0,17,31500.0,8,3,4,0,1,1,0,0,1,2,1,64000.0,32,750,0,0,2950,0,1,1,4,23,1,0,0,2,0,1,1,0,2017
0,0,0,1,0,17,0,16500.0,0,0,0,0,0,176,0.0,6,1,6,1,0,1,0,0,0,0,3,16500.0,45,750,1,0,3000,0,1,1,0,16,0,0,0,0,0,1,1,0,2016
0,0,0,1,0,12,1,15500.0,0,0,0,1,1,140,0.0,10,2,1,0,0,1,0,0,0,1,0,15500.0,48,750,0,0,3000,0,1,0,0,29,0,0,0,2,0,1,2,0,2007
0,0,0,0,0,13,0,21500.0,1,0,0,0,1,30,0.0,7,3,1,0,1,1,0,0,0,1,1,21500.0,49,750,0,0,3000,0,1,1,0,30,1,0,0,1,0,1,1,0,2018
0,0,0,0,0,4,0,14500.0,0,1,0,0,1,190,4500.0,6,2,0,0,1,1,0,0,0,1,3,19000.0,59,750,0,0,2650,0,1,1,1,10,0,0,0,1,0,1,0,0,2017
0,0,0,0,0,19,0,35000.0,1,0,0,0,1,145,4500.0,12,2,1,0,1,1,0,0,0,0,3,39500.0,58,750,0,0,3000,0,1,1,2,24,1,0,0,2,0,1,2,0,2015
0,0,0,0,1,10,0,17000.0,1,0,0,0,1,31,0.0,10,3,2,0,1,1,0,0,0,1,1,17000.0,20,750,0,0,3000,0,1,0,0,2,1,0,0,1,0,3,2,0,2020
0,0,0,0,0,7,0,10500.0,0,0,0,0,0,197,0.0,6,2,6,1,0,1,0,0,1,1,1,10500.0,45,750,0,0,3000,1,1,1,0,23,0,0,0,0,0,1,1,1,2013
0,0,0,1,0,15,0,25000.0,1,0,0,0,0,120,0.0,3,1,6,0,0,1,0,0,0,0,4,25000.0,43,750,0,1,2950,0,1,1,0,10,0,0,0,1,0,1,3,0,2019
0,1,0,1,0,16,0,36500.0,1,0,0,0,0,125,20500.0,8,3,1,0,0,0,0,0,1,1,3,57000.0,66,750,0,0,3000,0,1,0,1,27,1,1,0,2,0,1,2,0,2018
0,0,0,0,0,13,0,1000.0,0,0,0,0,0,17,0.0,6,1,5,1,0,1,0,0,0,0,2,1000.0,35,750,0,1,2950,0,1,1,0,15,0,0,0,0,0,1,0,1,2010
0,0,0,0,0,18,0,4000.0,0,0,0,0,1,90,0.0,6,2,2,1,0,1,0,0,0,0,3,4000.0,61,750,0,0,3000,1,1,1,0,19,0,0,0,0,0,1,1,1,2016
0,0,0,0,0,17,0,10000.0,1,0,0,0,1,73,0.0,11,3,6,0,1,1,0,0,0,0,1,10000.0,37,750,0,0,2800,0,1,1,0,3,1,0,0,0,0,1,1,0,2015
1,0,0,1,0,5,0,6000.0,0,0,0,0,0,31,0.0,10,2,1,1,0,0,0,0,1,0,3,6000.0,25,750,0,0,2700,0,1,1,0,8,0,1,0,0,0,4,1,0,2017
0,1,0,0,0,20,0,12500.0,1,0,0,0,1,178,0.0,11,2,4,0,0,1,0,0,0,0,3,12500.0,51,750,0,0,2950,0,1,0,0,1,1,0,0,1,0,1,1,1,2011
0,0,0,0,0,17,0,21500.0,1,0,0,0,0,92,0.0,5,3,4,0,0,1,0,0,0,4,3,21500.0,63,750,1,0,3000,0,1,1,0,17,1,0,0,1,0,1,1,1,2020
0,0,0,0,0,17,0,14500.0,1,0,0,0,0,98,0.0,8,3,3,0,1,1,0,0,1,0,3,14500.0,37,750,0,0,2950,0,1,1,0,22,1,0,0,1,0,1,3,0,2018
0,1,0,0,0,20,0,3500.0,1,0,0,0,1,91,0.0,9,3,6,0,1,0,0,0,0,1,4,3500.0,65,850,0,0,2700,0,1,0,0,1,1,1,0,1,0,1,0,0,2002
0,0,0,0,0,16,0,1500.0,1,0,0,0,1,39,0.0,10,3,6,0,1,0,0,0,0,3,3,1500.0,33,750,0,0,3000,0,1,1,0,13,1,1,0,0,0,1,2,0,2012
0,0,0,0,0,18,1,40500.0,0,0,0,0,1,81,3000.0,1,2,4,0,1,1,0,0,0,0,3,43500.0,48,750,0,0,3000,0,1,1,1,11,0,0,0,2,0,1,0,0,2014
0,0,0,1,0,19,0,9000.0,1,0,0,0,1,51,0.0,2,2,4,0,0,1,0,0,0,0,1,9000.0,32,750,0,0,2800,0,1,1,0,1,1,0,0,1,0,1,2,0,2015
0,0,0,0,0,20,0,14500.0,0,0,0,0,1,31,0.0,7,2,0,1,0,1,0,0,0,0,3,14500.0,20,750,0,0,3000,0,1,1,0,29,0,0,0,0,0,2,1,1,2017
0,0,0,1,0,13,0,19500.0,1,0,0,0,1,45,0.0,6,2,0,0,0,1,0,0,0,0,3,19500.0,40,750,0,0,2600,0,1,1,0,3,0,0,0,0,0,2,1,0,2018
0,0,0,0,0,14,0,8000.0,0,0,0,0,0,17,0.0,9,2,0,1,0,0,0,0,0,1,1,8000.0,19,750,0,1,3000,0,1,1,0,9,0,1,0,0,0,3,0,1,2017
0,0,0,0,0,8,0,14000.0,1,0,0,0,1,203,0.0,1,2,4,0,1,1,0,0,0,0,3,14000.0,59,750,0,0,2850,0,1,1,0,25,0,0,0,1,0,1,2,0,2014
0,1,0,0,0,17,1,31500.0,0,0,0,0,0,89,28500.0,7,2,4,0,0,0,0,0,1,1,3,60000.0,41,750,0,0,3000,0,1,0,4,26,0,1,0,2,0,1,1,1,2013
0,0,0,0,0,4,0,19500.0,1,0,0,0,0,4,46000.0,3,3,3,0,0,1,0,0,0,1,3,65500.0,22,750,0,1,3000,0,1,1,1,21,1,0,0,2,0,2,3,1,2011
0,0,0,0,0,1,0,16500.0,1,0,1,0,0,467,39000.0,2,3,4,0,1,1,0,0,0,2,1,55500.0,73,750,0,0,3000,0,1,1,1,15,1,0,0,1,0,1,3,0,2018
0,0,0,1,0,5,0,18000.0,1,0,0,0,1,241,0.0,5,4,5,0,0,1,0,0,0,5,3,18000.0,58,750,0,0,3000,1,1,1,0,11,1,0,0,1,0,1,0,0,2015
0,0,0,0,0,5,0,25000.0,1,0,1,0,0,32,24000.0,7,3,0,0,0,1,0,0,0,0,0,49000.0,37,750,0,0,3000,0,1,1,4,22,1,0,0,2,0,3,1,1,2011
0,0,0,0,0,17,0,11500.0,1,0,0,0,0,176,0.0,1,3,6,0,1,0,0,0,0,3,4,11500.0,47,750,0,0,3000,0,1,1,0,13,1,1,1,0,0,1,1,0,2016
0,0,1,0,0,6,0,18000.0,1,0,0,0,1,130,0.0,10,1,6,0,0,1,1,0,0,1,2,18000.0,34,750,0,0,3000,0,0,0,0,27,0,0,0,0,1,1,2,0,2018
0,0,0,1,0,17,0,15500.0,1,0,0,1,1,207,0.0,4,2,4,0,0,1,0,0,0,2,4,15500.0,54,750,0,0,3000,1,1,0,0,5,0,0,0,1,0,1,3,0,2013
0,0,0,0,0,0,0,17500.0,1,0,0,0,1,110,7000.0,3,2,0,0,1,0,0,0,0,0,1,24500.0,46,750,0,0,3000,1,1,1,2,11,0,1,0,1,0,1,3,0,2018
0,1,0,1,0,14,0,9000.0,0,0,0,0,1,333,0.0,1,1,1,1,0,1,0,0,0,0,4,9000.0,73,750,0,0,3000,0,1,0,0,8,0,0,0,0,0,1,3,0,2019
0,0,1,0,0,16,0,8000.0,1,0,0,0,0,71,0.0,1,1,4,0,0,0,1,0,1,0,2,8000.0,49,750,0,0,3000,0,0,0,0,25,0,1,0,0,1,1,2,0,2013
0,0,0,1,0,17,0,15000.0,1,0,0,0,1,140,0.0,2,3,2,0,0,1,0,0,0,1,3,15000.0,43,750,0,0,3000,0,1,1,0,6,1,0,0,1,0,1,3,0,2017
0,0,0,0,0,15,0,7000.0,1,0,0,0,0,27,0.0,5,3,0,0,1,1,0,0,0,0,3,7000.0,40,750,0,1,2600,0,1,1,0,20,1,0,0,0,0,2,0,0,2014
0,0,0,0,0,1,0,10000.0,0,0,0,0,1,65,0.0,8,2,1,1,1,1,0,0,0,3,4,10000.0,28,750,0,0,3000,0,1,1,0,6,0,0,0,0,0,1,2,0,2015
0,0,0,0,0,7,0,29000.0,1,0,0,0,1,119,9000.0,2,3,1,0,1,1,0,0,0,0,3,38000.0,46,750,0,0,3000,0,1,1,1,26,1,0,0,2,0,1,1,0,2013
0,0,0,1,0,8,0,21000.0,1,0,0,0,1,109,30000.0,8,3,5,0,0,1,0,0,0,2,2,51000.0,28,750,0,0,3000,0,1,1,3,17,1,0,0,2,0,1,0,0,2011
0,0,0,0,0,9,0,20500.0,1,0,0,0,0,10,0.0,9,2,3,0,0,1,0,0,0,0,0,20500.0,18,750,1,0,2800,0,1,1,0,26,1,0,0,1,0,5,1,1,2018
0,0,0,0,0,18,0,9000.0,1,0,0,0,0,52,8000.0,8,2,4,0,1,1,0,0,1,0,3,17000.0,53,750,0,0,2900,0,1,1,1,2,1,0,0,1,0,1,1,0,2011
0,0,0,0,0,3,0,6500.0,0,0,0,0,0,190,9500.0,5,2,2,1,1,1,0,0,0,0,4,16000.0,68,750,0,1,2500,0,1,1,1,22,0,0,0,0,0,1,1,0,2015
0,0,1,0,0,12,0,9500.0,1,0,0,0,1,267,0.0,8,1,3,0,0,0,1,0,0,0,4,9500.0,74,750,0,0,3000,0,0,0,0,8,0,1,0,0,1,1,0,0,2010
0,0,0,0,0,19,0,15000.0,0,0,0,0,0,28,0.0,12,1,1,1,1,1,0,0,1,0,4,15000.0,27,750,0,0,2750,0,1,1,0,31,0,0,0,0,0,1,1,0,2020
0,0,0,0,0,6,0,29000.0,1,0,0,0,1,180,12000.0,8,4,2,0,1,1,0,0,0,4,4,41000.0,66,750,0,0,3000,1,1,1,4,21,1,0,0,2,0,1,1,0,2013
0,0,0,0,0,16,0,42000.0,1,0,0,0,1,19,6000.0,12,3,6,0,0,1,0,0,0,2,1,48000.0,49,750,0,0,3000,0,1,1,3,22,1,0,0,2,0,4,0,1,2020
0,0,0,1,0,10,0,36500.0,1,0,0,0,0,82,30000.0,9,4,1,0,0,1,0,0,0,3,3,66500.0,49,750,0,1,2800,0,1,1,4,17,1,0,0,2,0,1,0,0,2019
0,0,1,0,0,14,0,13000.0,1,0,0,0,1,36,0.0,8,1,1,0,0,1,1,0,0,0,3,13000.0,57,750,0,0,2800,0,0,0,0,13,0,0,0,0,1,1,2,0,2017
0,0,0,0,0,14,0,11500.0,1,0,0,0,1,97,0.0,11,2,5,0,1,1,0,0,0,1,1,11500.0,37,750,0,0,3000,0,1,1,0,16,0,0,0,0,0,1,2,0,2018
0,0,1,0,0,16,0,10500.0,1,0,0,0,0,172,0.0,2,1,3,0,0,1,1,0,1,0,4,10500.0,57,750,0,0,2400,0,0,0,0,7,0,0,0,0,1,1,3,0,2012
0,0,0,0,0,5,0,14500.0,1,0,0,0,0,140,0.0,5,3,2,0,0,1,0,0,0,3,3,14500.0,55,750,0,1,2950,0,1,1,0,29,1,0,0,0,0,1,2,1,2018
0,0,0,1,0,8,0,19500.0,1,0,0,0,1,27,15500.0,5,2,2,0,0,1,0,0,0,0,1,35000.0,20,750,0,0,3000,0,1,1,1,1,1,0,0,1,0,2,1,0,2018
0,0,0,0,0,16,0,8500.0,0,0,0,1,1,14,0.0,12,2,6,1,1,1,0,0,0,0,2,8500.0,23,750,0,0,3000,0,1,0,0,15,0,0,0,0,0,2,0,0,2020
0,0,0,1,0,11,0,18000.0,1,0,0,0,0,128,0.0,5,2,1,0,0,1,0,0,0,0,3,18000.0,64,750,0,1,2650,0,1,1,0,14,1,0,0,1,0,1,3,0,2019
0,1,0,0,0,22,0,1500.0,1,0,0,0,1,2,0.0,1,3,5,0,1,0,0,0,0,1,1,1500.0,18,750,0,0,3000,0,1,0,0,5,1,1,0,0,0,3,2,0,2018
0,0,0,1,0,10,0,18000.0,1,0,0,0,1,47,15000.0,5,2,2,0,0,0,0,0,0,0,1,33000.0,28,750,0,0,3000,0,1,1,2,15,0,1,0,1,0,2,2,0,2019
0,0,0,0,0,15,0,15500.0,1,0,0,1,1,109,0.0,10,2,4,0,1,1,0,0,0,0,2,15500.0,35,750,0,0,3000,0,1,0,0,25,1,0,0,1,0,1,2,0,2010
0,0,0,1,0,5,0,18000.0,1,0,0,1,0,11,0.0,3,2,5,0,0,1,0,0,0,0,3,18000.0,29,750,0,0,3000,0,1,0,0,30,0,0,1,1,0,1,3,0,2018
0,0,0,1,0,11,0,32500.0,1,0,0,0,1,117,17500.0,10,3,0,0,0,1,0,0,0,2,1,50000.0,28,750,0,0,3000,0,1,1,4,14,1,0,0,2,0,1,0,0,2013
0,0,0,0,0,17,0,38000.0,1,0,0,0,0,11,7500.0,2,2,0,0,1,1,0,0,1,1,3,45500.0,33,750,0,0,3000,0,1,1,1,25,1,0,0,2,0,5,2,0,2018
1,0,0,0,0,0,0,15000.0,0,0,0,0,1,39,0.0,5,1,1,1,1,0,0,0,0,0,3,15000.0,48,750,0,0,3000,0,1,1,0,7,0,1,0,0,0,2,0,0,2014
0,0,0,0,0,11,0,18500.0,1,0,0,0,1,73,0.0,8,2,3,0,1,1,0,0,0,0,1,18500.0,72,750,0,0,3000,0,1,1,0,1,1,0,0,1,0,1,0,0,2020
0,0,0,0,0,10,0,13000.0,1,0,0,0,1,226,12000.0,5,2,3,0,1,0,0,0,0,1,3,25000.0,61,750,0,0,2900,0,1,1,1,23,0,1,0,1,0,1,1,0,2013
0,0,0,0,0,11,0,28500.0,1,0,0,0,1,65,10500.0,7,3,5,0,0,1,0,0,0,2,1,39000.0,34,750,0,0,3000,0,1,1,1,13,1,0,0,2,0,1,0,1,2013
0,0,0,1,0,12,0,17000.0,1,0,0,0,1,131,9000.0,8,3,1,0,0,1,0,0,0,2,3,26000.0,40,750,0,0,3000,0,1,1,1,27,1,0,0,1,0,1,1,0,2020
0,0,0,1,0,17,0,28000.0,1,0,0,0,0,115,0.0,6,2,6,0,0,1,0,0,0,1,3,28000.0,50,750,0,1,3000,0,1,1,0,9,0,0,0,2,0,1,0,0,2015
0,0,0,0,0,21,0,25500.0,1,0,0,0,0,186,25000.0,12,2,5,0,1,1,0,0,0,0,2,50500.0,56,750,1,0,3000,1,1,1,1,28,1,0,0,2,0,1,1,0,2015
0,0,0,0,0,13,0,2000.0,1,0,0,0,1,77,0.0,7,3,0,0,1,1,0,0,0,2,1,2000.0,50,750,0,0,3000,0,1,1,0,22,1,0,0,0,0,1,0,0,2007
